userId	tagWeight
1141419	0.9579490022
4419626	0.0283282485
599240	0.1857012341
1353722	1.0866837135
1353723	1.46914079
296889	2.5234590629
1344435	0.0257396718
197291	2.0226154091
27615	1.3634926993
296884	0.0826417201
27613	0.7749282551
27611	0.9007787679
27610	0.0802328484
129233	0.7764159666
193178	1.2927746196
4478158	0.848680059
125491	2.9627070724
2221857	0.9706874887
1346464	1.018724999
2700303	0.6666216261
1346462	0.8695217375
238877	3.3337103483
174682	2.2588679675
3278208	0.5606100097
192886	1.6173536158
2170192	3.511678775
381186	0.0276073704
2465706	0.8053663241
3021120	0.1533515691
263175	1.7821898509
3055753	0.4548185664
446243	0.0201249156
737114	2.4279176704
1219757	0.6173536158
3412502	0.4708562194
34607	0.1388071147
1219009	0.1120454558
3333759	0.010970243
1684357	0.809672388
532446	0.0381139468
1137376	0.0503579013
2175658	0.8335498483
2295672	0.5637623942
8547	2.8101497726
1137379	1.8197475349
8543	0.393564499
8542	1.52960196
200044	3.4823751804
92260	1.4412659197
1993204	5.2179130337
92265	0.3996175436
119046	0.762267275
119044	0.6486367103
119041	0.4529933934
496830	1.6696978759
50419	16.0620476507
50418	0.1870524519
3002785	0.4750792897
66502	4.3318145279
3042945	0.8188126567
2771869	0.7008088102
223201	5.8247388103
374925	0.1914758043
662186	0.0012661666
1312360	1.0214631015
3530081	0.0492117667
1607191	1.4252550167
2301065	0.4771020012
2127089	0.2505891859
1990570	0.596815104
816260	2.3527007896
1912682	0.5707414002
60903	0.9311482471
192223	3.862024193
2007055	4.2069352458
8290	1.7333642444
26566	5.5107006854
26567	2.9610876687
26564	0.103941578
4027036	0.6007850782
107897	0.1925348299
1108916	0.7767054153
4206607	0.3500998667
107894	0.9592432906
504517	0.1949869131
5508719	0.7008088102
420102	0.1570368958
650933	0.1143816223
504510	0.0126102237
1677272	3.7901531197
459743	5.09054463
214533	0.733206488
1629802	0.0613130545
877097	1.927940305
995891	9.309692279
2062351	0.9408831889
1676585	0.9632345275
150161	0.3192152785
1676587	0.9836715265
5072915	1.8453390528
250560	4.0159738646
267505	0.7406601351
92882	0.8989570244
3087927	0.1402392684
4497318	4.4436377529
383764	2.3731597373
464590	1.379940519
1525050	1.3053279138
4475433	1.7402314492
860099	2.4789011101
179879	1.1298033395
289798	0.3381000916
289797	0.8977848258
175979	0.7309560587
477563	1.6049217254
1253613	0.8239596308
266453	4.7438461285
266457	4.6508144346
1338803	0.7465801156
5019686	0.7072967137
26339	3.91516478
1718936	0.5947622131
425680	10.8612799943
292251	0.9548734382
3788617	0.1960891502
41067	0.2757472166
2251135	0.0162310761
733313	0.2269366999
1098851	15.1016547961
75284	0.357986315
424155	0.8503268987
962089	10.880234769
962088	1.1433539286
1107648	1.2642886147
1089202	0.4263003243
957737	0.3599713021
3853913	0.0886330339
4975275	3.0028423588
962085	2.3495408603
2306595	0.9011086846
957731	2.5543484523
679879	0.4194557541
123273	0.1179661222
1020512	0.0134188967
3295512	0.4241596385
581164	7.9889110967
1650284	0.5655690479
478573	10.7742526462
3953660	0.0073795701
672736	1.9641008159
964867	1.8216042592
956287	0.0462761258
1093649	0.8469941232
2967479	1.0307089984
105631	2.6426261914
371834	1.934859638
250389	0.0497419654
260885	0.8929485632
1364174	1.579159419
3364434	0.7022587973
309425	0.2405284428
1180290	1.5928458158
301218	0.3782909357
560654	0.0319799663
3796660	1.4124547994
560653	0.912035716
2197622	0.3642026031
1988874	0.5533737921
1563189	0.0959076617
330906	1.02067089
301214	0.4884981865
3848666	1.5651170415
560659	0.7614421404
348126	0.997373013
1381964	0.3250941051
351696	1.5951682644
873641	0.6515552038
1381969	0.9502614641
2708534	0.1317403138
1822779	0.6594306777
1280954	1.132567506
879020	0.014954621
1150795	1.5952142195
3034614	0.4149144274
1822774	0.0867968866
1822776	1.110807411
191142	0.3789967242
191140	2.95916647
2046739	0.5928458158
2489231	2.0619866058
191148	6.7473201989
509648	1.2623715314
210326	0.7344150393
210327	0.8256421371
286234	0
421189	1.6052365523
409741	1.4009564153
1291986	4.0988124372
409744	2.0461526643
1644140	0.3904656146
2544762	8.9089320303
392119	0.2826130496
265103	0.2846433059
1290058	1.7803681074
6819	18.2750030179
15709	0.9149219723
182529	0.0372689212
2208058	0.7749282551
1287455	0.1649384338
6811	0.5739623744
15703	4.1331196534
517580	0.3702186092
295519	0.3409938928
891440	0.0654826248
9752	2.9355242725
967965	0.0376482224
5228718	1.4744551231
853911	1.6533378511
24146	0.9188089529
737947	1.104696751
24142	0.8512974435
5877045	1.1667135363
187419	1.0698044644
899276	0.0181392427
187415	0.7793200562
3675759	0.0849374187
5142537	1.3147075608
187412	0
899271	2.9306461702
5512274	0.7431849234
341065	3.5303564472
341062	3.3482383411
2635728	2.5248178257
1834730	0.0231915629
3639125	1.7055209254
1870584	1.2708698002
334117	0.0063870766
1182479	1.0940056683
3298821	0.1670187607
59950	0.4519144768
59953	0
568578	0.0384205429
3350086	0.8599836482
1128667	0.0728450475
217965	1.6667574338
4554623	0.707676015
11845	0.850110841
1025070	0.7039577652
1704745	0.9088188572
1770012	0.7984757988
142342	0.9231973245
3749301	0.0446649528
1286508	0.7008088102
1596103	3.1130845904
1740712	0.0598315162
884734	0.8053663241
3101082	0.336225534
1740715	1.2111349956
157247	253.790262177
346382	0.457789874
346383	2.6920670478
1202324	2.0253507679
481917	0.0562573048
2639882	1.1877067981
713326	5.6313520958
36695	0.0611031699
1532795	3.8982697552
331691	1.0213622746
108105	2.8590528854
3927143	0.0186104542
108100	2.2052513677
519305	0.7151049697
3047078	0.9368898943
3851538	0.8994618449
1771556	1.6054004818
604655	0
946872	0.811684125
300744	0.1207165707
711784	0.0777883101
3716913	0.1649384338
1418688	1.2054639959
30333	1.9654595787
445728	0.1816290612
3287165	0.7008088102
30339	0.0021605768
212211	6.0054864933
3375198	0.6036912255
3098985	0.7641102813
953595	0.2340727765
3813915	2.8415597581
1655229	0.333104015
3199122	0.6036912255
1829647	0.3028202729
2126544	1.17074044
472270	12.417531126
3557679	0.9438154003
1662169	0.1099568982
1662167	0.0493660936
562097	0.1931102978
980524	4.1348453713
2354187	0.0469428181
659511	0.0042134677
1474322	3.7733987039
1322563	1.1726307732
64678	0.6567824279
1857879	0.8053663241
3715463	0.5899671044
345890	0.0183861657
115274	0.019620781
1051028	0.7883402929
183419	0.2360172956
453315	0.2083838611
115278	0.1539558447
143438	1.8362756046
180142	0.0531865421
35218	0.1818334586
180145	2.9177602158
338318	0.210283111
374752	2.6217385579
3360693	1.6295845382
1514323	0.9033700883
23267	0.6129878788
23264	1.9246171321
607303	0.2408309235
359349	2.2066986112
359347	0.0148922044
230710	1.1156484748
230717	13.0834798867
257554	0.2030914768
359340	0.7008088102
1056799	3.4527745922
109274	0.5747628167
1710523	0.8011789205
978391	0.3767078845
1710525	0.0275998255
1498580	8.5679930093
511323	1.0018011666
1056795	0.5533737921
181812	0.0095476918
527583	3.8966236015
963543	1.6222468078
606650	1.4365599776
206815	0.1889462147
206814	0.0392436198
763950	0.7641102813
614660	0.8629480968
177489	0.2184068798
614662	0.0107534994
644219	1.8235446629
932037	0.9879069429
1797648	0.7099333033
43853	0.0493132795
1755206	1.4582494252
43851	2.5470813694
43850	3.2102549892
702469	8.5196104926
680394	0.2093852713
128859	0.5617033302
392350	0.7652886531
2111078	4.1710847605
314283	0.9747864115
128850	0.708418156
128852	4.544450267
485119	0.3639131544
577097	0.0010651987
563329	1.2054475343
1051686	1.4996042372
1625695	1.328043464
1756957	0.1768085743
441717	1.8413080338
1051681	0.1942269388
73447	0.3305572779
73446	4.2004555731
475592	0.007868615
107282	0.2109607776
1462946	0.9480611052
3591542	2.0037683203
859757	1.0945907387
2682382	0.1016088409
1302625	0.1672375619
402033	5.9107283956
2648736	0.1708131451
402034	0.7897669595
73449	0.1087071931
107289	6.4140906647
603979	1.4613270469
2064079	1.7154184249
1836961	0.8950727874
515514	3.8781599293
557551	0.707555297
325320	0.8166616825
557557	0.4048770049
791105	0.9006868577
589273	0.0638330416
366173	0.8386371493
5469534	0.7052932074
1021959	0.3925315376
1515057	0.0152036018
1515052	3.4398913813
131315	3.753463096
1191903	0.2255882256
813192	0.0364767097
813193	0.033359306
1191905	0.807058433
813198	0.0048945639
131319	0.0074509035
1109883	1.4652311749
1470379	0.0212635053
1118260	0.6636256262
2899121	0.3470846617
903446	1.3931001465
1667822	0.5780681563
1679	3.4245101321
121540	1.1178090517
667792	1.0944460144
506441	0.2818715945
121546	1.6136586865
2133905	1.6372700186
1294037	0.0601394841
2904080	0.5551427215
1109579	0.826264932
583830	0.1549654856
1712587	4.4710585592
3878933	1.1778950358
1673854	0.6198852631
1852519	0.2062699253
1712589	0.1353028649
1676	0.0960468989
568492	2.1621303699
588773	1.0135409865
716492	4.6623292801
334927	2.8891637813
724835	0.9051060946
1257262	1.2201325977
2778356	2.1735142091
703732	0.2720735502
313775	0.0535973947
1500110	0.8980818193
555340	4.6611550238
2963238	0.8210761182
2691168	0.9795554562
4452413	2.3982121398
387387	3.4450109195
726086	0.0607197533
4594532	0.0118962045
726082	1.1690593054
2689002	0.3838473906
135944	2.647863704
135946	24.377660596
465971	2.7148875403
2593900	1.2406594492
465977	0.1523926845
125395	1.2917567479
2530594	3.1902288428
556608	0.9403721954
556609	5.4207123182
5058	7.2289319754
170912	2.6724222604
170913	0.1302903267
5054	1.5209205566
5055	1.6423929863
5056	44.2834608188
2563833	1.0375988378
3380312	0.5593390418
419501	2.2477372245
419500	0.7778961332
481143	1.9085643893
1512582	0.8349387905
605538	1.4645823159
204448	0.0164382171
1175555	0.0987582513
320299	3.0368176007
2744497	1.1410602876
2492924	0.3420899568
70134	0.9789113985
6670143	1.1369812558
796657	0.7020111884
796656	0.706873515
18893	7.4283086319
236905	1.2285444434
18891	3.1743983308
4729833	2.1225369424
18895	1.6348110764
364150	0.554451337
1152961	0.4528637588
1330926	5.3649516031
538729	1.6990638872
779277	0.643745576
1423434	0.8243800859
1423435	0.2103537584
246207	1.5161336787
284617	0.8898153839
2761641	0.1400725954
122019	0.0726132142
122017	1.646954204
981376	0.668747908
122011	0.1798567023
780425	0.7020105025
87298	1.5626910224
252431	0.3728332501
611547	0.5361426776
175242	0.1943010157
611545	0.2386264493
87294	2.6684317093
1766265	1.1001972641
6108910	0.9062426266
4537840	1.9083956585
36174	2.4453744451
36175	5.915799921
36170	0.0850149251
2141128	1.6400986595
871425	0.0332049791
707700	0.1173927119
1673515	0.3017564461
657960	0.0744836564
1516775	1.0405379082
1516772	1.5928458158
2134932	0.1467285438
1312674	0.1293348716
1559401	0.087094566
8062101	0.8522076294
3201059	0.1417640184
3482284	1.0318386714
4735256	0.0767951307
575472	0.0251251077
655187	2.0085202175
379019	0.9634924249
655183	1.4621672712
83632	2.0116472238
2596941	0.5887386621
1506188	0.0207209605
2537759	0.3664351992
2788206	0.3576159304
425552	0.3922263132
693716	0.1768085743
2749361	1.745300231
480239	0.1099568982
7682767	0.9493485346
803252	0.3869181532
1981142	2.4025950242
1592764	0.3870354417
3035199	0.4590587842
272802	8.0713545925
1973344	1.2606019161
2403334	1.8632245134
2536509	1.4302113113
743006	0.0357880687
1274254	0.6040005652
778581	8.3738936475
322201	0.8182083811
2119041	1.5753060474
316617	0.6523679922
1141480	1.0449523439
629023	0.0009479102
174119	1.8821161855
2584128	1.0193038965
1181412	0.0230221463
259521	4.4874151545
8037	4.0771229896
1428022	0.0918252004
259525	3.47418145
8033	0.9526456435
1870044	0.6757269141
1947848	1.2711427874
322209	0.788018607
639054	0.8360019315
1527139	1.518030185
2770024	0.1400725954
898813	1.6260549102
585226	0.560414529
585227	0.2027128614
1643788	0.378937737
4124584	0.2078447458
44916	1.9496235795
2412085	0.7440992247
1332642	0.7515514999
44919	0.9506263615
3442650	0.8319352458
574700	0.784228338
1469282	0.0561887151
887713	2.3982121398
126660	2.3719553014
89493	1.261110852
3481531	0.383296615
3118054	0.7346475585
788054	0.8698598849
746984	0.0849333033
797716	0.0471883694
1854382	0.5493935295
543872	1.8706534682
543875	0.5680149581
2694042	0.2672091658
960501	0.3362406238
500039	2.6692033439
2593810	1.7803392997
1021915	3.0398883633
3980279	0.0079763009
1176706	0.5671404389
653938	1.9885077891
653939	2.2490616924
155530	1.0198711336
207090	2.1457916079
13989	9.4609669507
1722760	1.0068864099
1385672	3.7568404548
13986	2.0341254534
2689821	0.0263377743
1170028	0.0758060666
81769	21.0543326767
318071	5.4873705712
318077	0.6689207542
158285	13.4050176138
505154	25.4775690973
2246488	0.9153623184
158288	2.7822755881
241314	0.3156630159
417228	0.9350173944
735204	1.2145624249
192141	0.5134854288
3985171	1.1828328111
3199781	7.6998938231
843458	0.1879736122
972825	0.7231704373
3539857	0.2440930516
7038956	0.5025055832
961243	2.878937737
3859625	0.2132139506
3406718	1.1649384339
16002	0.8559972125
3180993	0.0022271089
5869	1.5167434415
5868	3.5133605955
2589179	0.0820703676
16005	7.3454481105
5865	4.8337508162
406016	0.5656733043
16008	0.081826874
5861	3.0447143375
982517	0.6059882958
5862	3.8142884775
94361	0.2413803274
94363	7.6360161982
45622	0.0334745367
670400	2.415893203
52344	0.3358235982
52347	0.0744836564
1001007	0.4624594635
3797140	0.7163972004
649497	3.7615210186
60256	0.5430832734
2800421	0.4229373693
120080	1.8907454607
312808	2.1249547308
3267394	0.0041489934
235026	1.404014146
235027	1.3396440467
828414	2.2305829305
843542	5.132815115
2000099	0.7008088102
877703	2.1767763371
305517	1.0061675894
19588	0.3297849574
2892517	0.1835392855
2587825	0.0563574458
121971	5.1438134798
19583	0.1833451765
124257	7.3124070609
3431280	1.2597260251
64004	8.4948489105
20869	3.252253173
250818	0.0024452242
1735841	0.3698441092
2365580	0.7072967137
250814	0.2307537189
153108	0.3425138414
20860	82.951077682
64009	1.4997270128
124259	0.8593978918
1033651	0.7431890388
148422	0.8046132087
1550943	0.1757372025
148420	0.0699162656
260313	1.5734458937
840627	0.3919416658
665329	0.2575304676
152853	0.8285853229
771848	115.882264339
1385174	1.9603462136
2042444	0.8462252322
490647	0.8099652662
5494804	1.0336460111
161805	1.1191355772
293055	0.3779143781
161801	11.7244853026
293050	3.7779544345
350899	2.4574729894
427151	0.0392340172
469997	0.5927202965
350891	1.7689019606
350890	10.6511711012
3537649	0.972757527
911804	0.432699747
3571865	0.1677629593
3392770	0.0578053752
2410641	0.7349123149
1837197	3.1181046734
3392772	0.4641440275
636505	0.3428835401
80385	0.4595382264
998299	2.8241461949
1878022	3.1006760205
198172	0.7835575303
2738957	0.7008088102
3378821	1.6311463266
236598	0.6387755634
12204	0.1756974205
176180	10.867806994
1224211	1.8503577641
176184	0.4124685173
190784	0.0319799663
90123	0.1857272982
564553	1.0179266145
90127	0.9449389003
295069	0.0735199706
4378400	2.8971778066
167897	6.2950593438
1881354	1.9290713498
3197219	0.2771272422
3805981	0.1223627245
368134	2.4875811417
29353	0.8003284077
4158419	0.3637300198
8862	0.04456344
8863	0.0052772946
2840267	0.7018980153
1032523	2.1111901417
2388392	1.669443408
324968	1.1386301532
654445	1.0406119851
1262865	0.9858293597
2692962	4.3163557722
996292	1.0248267423
2745567	0.8123556186
4527612	0.7749282551
542914	1.426596632
26836	1.0015165192
26837	1.1316264548
542911	0.8270310794
26833	1.121256372
1767451	1.4016176204
97651	3.1028736358
738394	1.616422853
288183	0.9016731781
288187	0.3737290321
1993501	6.1773216255
187712	0.3435035914
335523	0.2866385815
2701348	0.0028739101
96982	1.5628590673
600150	1.4026992806
68637	1.4488457719
3971711	0.3619782378
96984	1.100772732
1345621	0.8062387856
1634445	0.0132343903
261417	1.5668845991
2411514	0.7012285794
2621216	1.1907885351
380135	0.2047588933
264565	2.4128924019
264567	0.6933318427
798758	1.2621890827
2033703	1.8689785067
5467750	0.120186372
3491680	0.5929384119
765827	0.0607197533
507148	1.8111587276
495910	0.0066662368
507141	0.0245763898
1108031	1.9323410227
1108032	9.9717115335
507142	0.0986608539
151770	1.8638932634
168548	0.9086611008
832446	2.6233943142
959354	0.1412900633
192920	1.8028689717
192923	4.3317274189
565203	0.0595112021
565200	0.5702084579
169497	0.936269843
169496	0.0271128384
169495	0.8554759305
28408	2.3320196112
79722	1.8627718211
1126826	0.0526810358
533212	3.4550977267
58553	12.7410003402
28401	8.3212016374
91458	3.4293079844
58554	0.8276511306
893350	1.0506679269
179467	2.9110960366
179465	0.7046292587
5493302	0.6748132987
144629	1.6127917122
2068584	1.1514008769
192588	1.5331007227
3192369	0.2191435336
2174408	0.8940638324
566955	0.1785898498
502649	1.1509550435
178732	3.8278870793
3193017	0.6643904018
750458	0.3188956503
7576144	0.0495622603
2300278	0.0370672673
1700465	0.4098072354
1369906	1.0938719183
145574	21.5873586365
4029889	0.2460451156
145573	1.5596134008
502647	0.3368298097
2958420	0.0595214905
1513082	3.3113919328
375958	4.6761233628
1311773	2.4610190789
307	1.1307416471
907358	0.0736859578
375953	7.3897214159
3625064	0.3004518692
2217746	0.5099283649
181254	0.1217461027
4180114	0.0811492074
539910	0.165933671
2414855	0.0055441087
129376	3.6406274864
834239	4.796957222
129372	1.6724935937
33231	0.4096872033
674204	0.8035720165
549939	0.0260599858
1768303	44.3940233644
1353085	2.9577199124
882445	0.3750624167
616730	1.7495946346
151197	1.3305572779
882025	0.3078746509
1263274	0.0160136466
1865728	0.7072967137
2297366	1.0251525436
1064917	2.4248798308
2297365	1.401727364
2917873	1.7186236234
2609085	0.1547837228
23715	0.8689983977
1144632	1.7001626949
23713	0.0267458832
504494	1.6836284521
59206	3.0643351185
308058	0.0091430124
59200	0.8588608342
413736	1.0214089156
59202	3.732692065
737090	0.0954673156
351301	1.0874128224
3371258	1.0104585636
351305	2.0362030366
92186	0.0613130545
445811	0.0294853575
92182	4.7342490521
5461666	1.6109048084
2687712	0.4000517167
2036867	3.484356738
2527942	0.7207629374
92189	1.1611035815
1214413	0.1364510571
74053	1.3982121398
425163	0.8328735534
266552	7.2297653408
266553	1.7602507367
503110	4.8744999808
1378228	2.2486803334
74058	1.5282205627
2686043	0.8130161378
2736233	2.6271372563
738512	2.5827061945
509670	15.4606946495
198996	3.0677207081
1707115	1.46914079
1207959	0.8989343898
198990	5.5353189149
5687485	1.5794433805
1079851	1.6972977014
1912167	1.8177515735
4862516	0.067787926
196126	12.1777914652
1267692	0.0530946319
35585	8.6111400712
35580	0.1292930318
1942956	0.0155540954
475861	3.9931787504
1126663	0.8207523746
220674	1.3993822808
32055	1.5507152538
32050	8.4206519592
297035	0.2243988795
1184212	0.5270010371
2576485	2.2475026476
2061326	0.5707414002
845878	0.3842314931
956362	0.0320362099
2861669	0.3986415116
5952681	1.1163124235
333146	1.4602200085
55879	0.005194301
799834	0.0923142453
55870	3.8185142914
1168156	5.5570351125
844286	1.0169258902
117564	0.0719712143
617061	0.5581538111
462640	0.5517104909
464257	6.2804655049
464250	5.7622707045
464253	2.7135424955
56786	0.6742412603
56788	1.9245862667
295890	0.0218725822
2441049	0.8603410008
25714	3.8826559868
1672017	0.5581977086
2449211	0.4774031101
332897	1.4570799702
1938851	0.0204911848
2314497	0.8632245134
1439597	0.0613981058
25718	2.2808955625
25719	1.897402095
368964	0.9440403747
1992558	3.7717429476
4316023	1.1339598778
3362326	0.7879548186
17791	1.3433876747
816765	0.9619834507
600977	1.0123166596
521880	0.7674032747
1101537	0.554892369
734552	0.7749282551
26066	1.943603458
646923	0.0122789353
26061	3.7242198603
1185698	2.0619866058
1185696	1.2614153904
683395	2.8321231817
286304	1.3116971571
2016092	0.2888334531
949714	3.0993508667
1078726	0.8145175672
1873530	0.7064962715
2168674	0.8957044989
428691	1.8551453279
1254050	0.1323377304
514952	4.5309854151
514953	0.2175652837
1203129	1.0000370385
1457952	0.8868042943
1143918	2.0610345802
25333	3.3867014097
1203122	0.2299628792
3506735	0.4806028215
1996294	0.9611116751
1203126	0.7690912683
483231	0.033739979
1203124	0.3997780436
1143911	0.0026962627
724933	0.4488238231
808901	0.9873547955
1355644	3.1958154771
2603482	1.1942927849
923471	2.2402444813
470993	1.2043761626
167425	0.232224283
1667513	0.8229767398
1667512	1.3600536097
186241	1.4026053127
332230	0.9608126238
167422	0.0047711023
167423	0.0109194866
1445491	0.0689690413
626621	0.176730382
2980735	0.1783017729
1220237	0.7154630082
4936507	0.391993794
2546262	1.4308265612
1196926	0.8265557525
58962	2.367151276
58961	16.2214433476
4458060	1.6453238259
996882	0.1220293784
299084	0.5533737921
33727	1.0718134579
33724	0.9529556691
1653320	0.6306703138
18565	7.5935214247
33721	1.9604271495
530763	0.7305788151
1024266	0.21063772
1024262	0.1458485374
38602	0.0276848768
1150619	6.4557747074
467509	3.1563722612
1363190	0.037891716
2531994	0.3495717257
3776938	1.1067475843
3081661	0.4033556844
275890	1.46914079
432248	0.1124947186
202526	0.7008088102
1431778	0.5581538111
668075	1.6375875891
2474153	0.1330983906
345759	0.9797920908
173190	0.6018111807
823441	1.9749462256
1734744	1.4509466756
2026095	0.3904656146
2103135	0.3967765566
112002	0.0061909099
112000	3.1478849668
112006	0.3023339717
340290	9.5404576582
420710	0.4534145344
1287550	0.4795458536
797033	1.7744220629
248941	1.0156178838
2150918	0.0417567479
83389	4.3895581723
210619	1.950756682
83386	1.6342877367
1243753	7.9154713761
1335198	0.9048235049
83381	2.2124923865
1432080	0.1100467508
4898473	0.7596293136
269670	1.0126102237
3886922	5.6521533063
792026	0
511828	0.0486664783
4830578	0
403448	0.1672979209
2513417	0.0882441301
607405	5.571872445
607407	8.6845235482
2677738	0.7866118315
2187142	0.7190591683
3493272	0.7788742229
23501	34.0530308434
3610738	1.6198351926
2280748	0.1301229677
569430	6.181289542
1162765	0.784769511
3460686	0.9605190597
569436	12.7256821936
520704	0.5445113118
699493	0.2447638592
210613	1.3669482504
107134	1.5567353753
31762	8.2068831176
39552	0.84430129
918394	0.9000071333
1063628	0.9129150365
80527	0.0930364952
528131	0.5431134529
223596	1.4150872736
2346461	0.3384649891
1915697	1.4030792678
981959	29.4677298991
531680	1
34046	0.5795627267
1761028	0.0104057495
3334390	2.8216714771
4108883	0.7219193604
529664	1.5406764595
72211	0.1095577059
173347	2.4637297455
339768	4.4652462646
2963024	0.6387076596
331153	0.3850463392
2721879	1.1084156868
360695	3.3884806275
1085891	1.501711314
271624	0.8506156615
3708596	2.1005868538
214589	0.7112227905
1554844	1.6446653644
481890	0.9472112783
2152225	0.113361007
2057714	0.1882603173
370044	1.0065434612
1891317	1.9292826062
711628	0.8667088722
617851	0.8343948739
1826041	0.0450058438
131433	19.6948908874
1870317	0.098780886
373530	1.1005930269
1617758	0.7008088102
2153266	0.0744836564
1537107	0.2212773604
3091894	0.207448983
591951	0.7841220239
184484	3.6252757308
653482	1.905197319
1366471	8.0114949545
525406	0.8334291303
720587	0.2045743869
317869	0.5749109705
562753	0.0089104931
327466	1.8172021696
342839	1.4846208085
945856	0.0056579677
1698100	0.5358107033
314989	0.8512411999
1279003	0.1068984817
792970	1.0878586558
521070	13.4828052381
1407427	0.5872248866
2404988	0.0041167562
1383388	0.8134461955
1179078	1.1768565871
2246310	0.2409591864
4761	4.6962016374
2372381	0.0034157691
934467	0.0946414951
172439	0.1443889477
4764	0.2533519806
4767	3.2661844351
4766	24.990286321
86267	0.7889630877
86265	1.4491331629
86263	3.9528925665
2501520	0.0137817365
396823	0.0465429399
3700106	0.5526618306
224216	0.7515899102
263179	0.393564499
628273	14.5324333445
406788	0.7772719666
103934	2.1470625758
1010492	0.4845391867
103930	0.8521788217
3805023	1.2765654922
181997	1.5967869822
170497	1.6404512108
1417989	0.0569637791
526390	1.268912249
170492	1.0467651707
1318946	24.1642202993
4267386	0.0984303924
4829443	0.888243307
177146	0.113454975
177145	0.94591699
404783	0.3835846919
1113913	2.3725945578
